Ano;Sigla da Unidade da Federação;Nome da Unidade da Federação;Nome do Município;Valor adicionado bruto da Agropecuária a preços correntes (R$ 1.000);Valor adicionado bruto da Indústria a preços correntes (R$ 1.000);Valor adicionado bruto dos Serviços a preços correntes (R$ 1.000);Valor adicionado bruto da Administração a preços correntes (R$ 1.000);Impostos, líquidos de subsídios, sobre produtos a preços correntes (R$ 1.000);Produto Interno Bruto per capita a preços correntes (R$ 1,00)
2011;PR;Paraná;Nova Cantu;38081;3872;26508;17064;4526;12448.39
2011;PR;Paraná;Nova Esperança;66003;67032;173552;66410;29567;15086.33
2011;PR;Paraná;Nova Esperança do Sudoeste;27139;8466;12364;14983;3323;13030.69
2011;PR;Paraná;Nova Fátima;37748;11024;35709;20356;6226;13652.46
2011;PR;Paraná;Nova Laranjeiras;37975;7557;16110;26377;4527;8258.60
2011;PR;Paraná;Nova Londrina;14427;43892;79350;30499;19184;14345.49
2011;PR;Paraná;Nova Olímpia;10977;2179;11637;14696;1881;7493.31
2011;PR;Paraná;Nova Santa Bárbara;15165;2197;8882;10933;1220;9767.95
2011;PR;Paraná;Nova Santa Rosa;55804;17485;53734;21642;12108;20974.89
2011;PR;Paraná;Nova Prata do Iguaçu;67501;11282;40771;27774;7123;14885.43
2011;PR;Paraná;Nova Tebas;23193;3430;13120;19181;2370;8467.24
2011;PR;Paraná;Novo Itacolomi;15981;1887;6141;9715;1154;12345.77
2011;PR;Paraná;Ortigueira;140732;13691;58545;57765;15592;12320.41
2011;PR;Paraná;Ourizona;32846;3133;16010;10080;2614;19142.90
2011;PR;Paraná;Ouro Verde do Oeste;33943;6083;25038;16179;5860;15257.19
2011;PR;Paraná;Paiçandu;27596;49260;120638;81010;20201;8221.32
2011;PR;Paraná;Palmas;54316;96262;239887;96231;46276;12250.00
2011;PR;Paraná;Palmeira;188479;130935;196958;81122;63001;20491.89
2011;PR;Paraná;Palmital;34707;6219;43112;35776;6884;8619.55
2011;PR;Paraná;Palotina;149226;187591;418209;76228;108125;32496.63
2011;PR;Paraná;Paraíso do Norte;27830;22087;49116;29439;8023;11442.16
2011;PR;Paraná;Paranacity;37394;52033;56197;26507;11527;17765.35
2011;PR;Paraná;Paranaguá;5486;1365919;2274880;351613;844913;34230.37
2011;PR;Paraná;Paranapoema;13823;1660;8350;8971;1497;12154.76
2011;PR;Paraná;Paranavaí;117758;238882;588222;195064;98471;15095.22
2011;PR;Paraná;Pato Bragado;21709;10489;21434;17494;4410;15472.48
2011;PR;Paraná;Pato Branco;112596;409508;881965;184097;194781;24374.52
2011;PR;Paraná;Paula Freitas;49842;8597;55074;14711;11076;25499.01
2011;PR;Paraná;Paulo Frontin;68246;20047;37603;17697;7290;21741.12
2011;PR;Paraná;Peabiru;52081;9299;61343;34820;9952;12284.20
2011;PR;Paraná;Perobal;38089;22118;23569;14937;5115;18276.25
2011;PR;Paraná;Pérola;14637;209827;62326;25899;13447;31725.19
2011;PR;Paraná;Pérola d'Oeste;35827;3942;25215;16105;4339;12720.13
2011;PR;Paraná;Piên;92358;206395;61450;31330;54574;39314.91
2011;PR;Paraná;Pinhais;704;947656;1772665;298939;893049;33067.53
2011;PR;Paraná;Pinhalão;52052;8317;23770;15927;3153;16608.06
2011;PR;Paraná;Pinhal de São Bento;15102;1334;4557;7714;678;11172.95
2011;PR;Paraná;Pinhão;85586;580724;98665;75350;17172;28256.43
2011;PR;Paraná;Piraí do Sul;131775;82165;95606;59273;22441;16606.31
2011;PR;Paraná;Piraquara;17243;152834;254405;215410;132211;8168.84
2011;PR;Paraná;Pitanga;115445;32578;167143;79008;27002;13002.88
2011;PR;Paraná;Pitangueiras;28393;3851;10574;9330;1544;18872.64
2011;PR;Paraná;Planaltina do Paraná;14302;5858;14281;12205;2951;12087.96
2011;PR;Paraná;Planalto;62657;13286;53512;32841;11771;12781.19
2011;PR;Paraná;Ponta Grossa;157280;2659065;3328683;753375;976694;25038.62
2011;PR;Paraná;Pontal do Paraná;1010;30678;118561;58164;14253;10391.83
2011;PR;Paraná;Porecatu;17711;282394;85636;36899;12431;30943.85
2011;PR;Paraná;Porto Amazonas;20167;16225;13742;12638;3879;14693.79
2011;PR;Paraná;Porto Barreiro;26323;2193;10719;11162;2150;14507.78
2011;PR;Paraná;Porto Rico;8946;2307;10459;9635;1417;12955.55
2011;PR;Paraná;Porto Vitória;13694;4603;7334;11509;1417;9596.06
2011;PR;Paraná;Prado Ferreira;17724;14206;17145;10125;5000;18576.90
2011;PR;Paraná;Pranchita;36102;6969;41660;15028;7970;19306.37
2011;PR;Paraná;Presidente Castelo Branco;32363;6587;19278;12693;3553;15447.79
2011;PR;Paraná;Primeiro de Maio;48167;7788;66204;27486;9907;14718.83
2011;PR;Paraná;Prudentópolis;191231;42821;196291;115038;37042;11902.48
2011;PR;Paraná;Quarto Centenário;51311;10150;31667;14531;5817;23542.61
2011;PR;Paraná;Quatiguá;13473;6336;48582;18859;8729;13577.48
2011;PR;Paraná;Quatro Barras;3568;437842;197044;58330;220866;45574.89
2011;PR;Paraná;Quatro Pontes;38373;16966;24111;11736;6137;25503.75
2011;PR;Paraná;Quedas do Iguaçu;64312;700719;128350;72122;29544;32250.15
2011;PR;Paraná;Querência do Norte;36468;8971;32312;30181;5851;9682.06
2011;PR;Paraná;Quinta do Sol;40218;4434;29300;13793;5040;18420.58
2011;PR;Paraná;Quitandinha;69582;11946;49789;40223;9160;10488.06
2011;PR;Paraná;Ramilândia;22318;2891;13758;12872;2455;13067.16
2011;PR;Paraná;Rancho Alegre;27776;4139;12914;10149;1682;14391.90
2011;PR;Paraná;Rancho Alegre D'Oeste;31145;8855;15793;9615;2872;24153.05
2011;PR;Paraná;Realeza;56367;35273;138459;37274;24550;17840.43
2011;PR;Paraná;Rebouças;77772;17054;45703;35899;7067;12907.69
2011;PR;Paraná;Renascença;66023;11502;42157;18211;8025;21455.46
2011;PR;Paraná;Reserva;141014;31364;101494;63826;17675;14066.38
2011;PR;Paraná;Reserva do Iguaçu;37141;7431;13448;21413;2304;11111.63
2011;PR;Paraná;Ribeirão Claro;51742;149959;53128;30475;9017;27607.40
2011;PR;Paraná;Ribeirão do Pinhal;33001;7793;45374;31817;5629;9182.46
2011;PR;Paraná;Rio Azul;144616;30194;62764;35655;14440;20292.64
2011;PR;Paraná;Rio Bom;18125;2195;7259;9915;1064;11620.61
2011;PR;Paraná;Rio Bonito do Iguaçu;54225;7939;32738;35920;6199;10036.69
2011;PR;Paraná;Rio Branco do Ivaí;18136;1768;13782;10805;2617;12051.40
2011;PR;Paraná;Rio Branco do Sul;22820;590087;154136;77203;96886;30604.91
2011;PR;Paraná;Rio Negro;85361;206372;197443;79586;68955;20263.63
2011;PR;Paraná;Rolândia;104479;509849;525437;139178;142247;24289.27
2011;PR;Paraná;Roncador;69928;9202;64180;28427;11040;16065.57
2011;PR;Paraná;Rondon;45550;52282;50521;23453;11964;20362.24
2011;PR;Paraná;Rosário do Ivaí;12760;3269;10318;14281;1696;7678.52
2011;PR;Paraná;Sabáudia;44974;56047;46866;17068;16655;29534.80
2011;PR;Paraná;Salgado Filho;35141;2560;12688;12658;2458;15138.45
2011;PR;Paraná;Salto do Itararé;78986;2816;11279;12648;1458;20813.19
2011;PR;Paraná;Salto do Lontra;78373;21762;52276;35555;9698;14364.11
2011;PR;Paraná;Santa Amélia;15036;4321;11924;11223;1829;11800.11
2011;PR;Paraná;Santa Cecília do Pavão;17494;7495;21474;12009;3484;17143.71
2011;PR;Paraná;Santa Cruz de Monte Castelo;60749;9663;34116;20996;5503;16266.45
2011;PR;Paraná;Santa Fé;37925;24254;65709;25962;11460;15666.24
2011;PR;Paraná;Santa Helena;108787;67171;208108;64855;40214;20692.71
2011;PR;Paraná;Santa Inês;13663;1915;5348;7310;767;16139.33
2011;PR;Paraná;Santa Isabel do Ivaí;21230;6742;35511;21526;5015;10311.98
2011;PR;Paraná;Santa Izabel do Oeste;53754;7338;63131;31841;14437;12875.69
2011;PR;Paraná;Santa Lúcia;29179;9796;17019;12290;2944;18216.68
2011;PR;Paraná;Santa Maria do Oeste;32954;5601;17557;28797;3123;7765.72
2011;PR;Paraná;Santa Mariana;71979;14827;59075;31028;9603;15094.90
2011;PR;Paraná;Santa Mônica;14561;2338;7790;11356;1953;10552.15
2011;PR;Paraná;Santana do Itararé;29311;3088;11845;13491;1568;11360.70
2011;PR;Paraná;Santa Tereza do Oeste;57501;32309;77566;25149;20038;20637.14
2011;PR;Paraná;Santa Terezinha de Itaipu;40186;32654;131636;55244;24717;13524.63
2011;PR;Paraná;Santo Antônio da Platina;69942;97691;268210;98261;51784;13650.70
2011;PR;Paraná;Santo Antônio do Caiuá;8295;1139;5678;9089;778;9196.70
2011;PR;Paraná;Santo Antônio do Paraíso;21162;3767;10133;9544;1405;19340.50
2011;PR;Paraná;Santo Antônio do Sudoeste;70440;28382;75010;44018;13848;12212.69
2011;PR;Paraná;Santo Inácio;32659;55291;61726;15298;14777;34069.51
2011;PR;Paraná;São Carlos do Ivaí;29645;47904;38441;18103;9991;22552.01
2011;PR;Paraná;São Jerônimo da Serra;58403;5394;31211;28932;4198;11333.59
2011;PR;Paraná;São João;59765;50846;90546;27005;22649;23766.85
2011;PR;Paraná;São João do Caiuá;29265;6825;18449;15830;4062;12619.73
2011;PR;Paraná;São João do Ivaí;41225;6993;56322;28216;8831;12423.26
2011;PR;Paraná;São João do Triunfo;122859;11726;41904;33738;6370;15692.05
2011;PR;Paraná;São Jorge d'Oeste;62413;10125;37801;25674;7559;15832.75
2011;PR;Paraná;São Jorge do Ivaí;73973;7807;55889;15136;9396;29426.82
2011;PR;Paraná;São Jorge do Patrocínio;18082;5974;14075;17310;2392;9642.12
2011;PR;Paraná;São José da Boa Vista;44887;4388;14909;16018;2104;12709.44
2011;PR;Paraná;São José das Palmeiras;18282;2191;10731;10588;1815;11445.50
2011;PR;Paraná;São José dos Pinhais;257320;8019366;6021035;718444;5693299;77041.84
2011;PR;Paraná;São Manoel do Paraná;11160;1728;5957;8942;1287;13844.73
2011;PR;Paraná;São Mateus do Sul;116839;157831;225530;98199;54737;15693.97
2011;PR;Paraná;São Miguel do Iguaçu;140587;101591;283276;68787;60006;25287.84
2011;PR;Paraná;São Pedro do Iguaçu;38717;5595;29191;16944;5444;14910.79
2011;PR;Paraná;São Pedro do Ivaí;39840;53221;65480;25085;16576;19587.22
2011;PR;Paraná;São Pedro do Paraná;8187;5084;8829;8708;1562;13089.34
2011;PR;Paraná;São Sebastião da Amoreira;36226;5976;43103;21935;7275;13266.34
2011;PR;Paraná;São Tomé;32343;22784;23336;15789;7129;18868.47
2011;PR;Paraná;Sapopema;20171;4974;12179;16549;2507;8382.44
2011;PR;Paraná;Sarandi;49673;167861;346997;182229;78809;9860.60
2011;PR;Paraná;Saudade do Iguaçu;17699;935733;12321;17973;2796;194926.14
2011;PR;Paraná;Sengés;66240;80625;67225;45494;23188;15315.62
2011;PR;Paraná;Serranópolis do Iguaçu;48960;5846;38461;14532;7535;25320.45
2011;PR;Paraná;Sertaneja;71207;12685;65333;18561;11994;31195.39
2011;PR;Paraná;Sertanópolis;58501;67220;144180;41422;30625;21813.44
2011;PR;Paraná;Siqueira Campos;49580;54730;90945;43408;26445;14220.20
2011;PR;Paraná;Sulina;20320;3513;11519;10577;2363;14398.55
2011;PR;Paraná;Tamarana;69606;24584;47256;30620;12237;14793.96
2011;PR;Paraná;Tamboara;22884;6250;16950;13590;4340;13631.71
2011;PR;Paraná;Tapejara;51110;81402;82246;37376;18802;18416.00
2011;PR;Paraná;Tapira;24318;3859;16853;15414;3392;11002.23
2011;PR;Paraná;Teixeira Soares;78143;9897;33250;26436;6024;14721.32
2011;PR;Paraná;Telêmaco Borba;174141;978803;430152;179765;190132;27688.28
2011;PR;Paraná;Terra Boa;58733;48325;68257;40136;14310;14483.18
2011;PR;Paraná;Terra Rica;49954;41618;63521;39431;12516;13504.63
2011;PR;Paraná;Terra Roxa;124311;57107;135326;40786;28837;23004.91
2011;PR;Paraná;Tibagi;260018;30615;111323;54834;21864;24655.09
2011;PR;Paraná;Tijucas do Sul;40506;22758;116098;35600;12077;15432.26
2011;PR;Paraná;Toledo;213340;802383;1234698;319332;287321;23625.08
2011;PR;Paraná;Tomazina;47727;8021;23296;20001;3914;11828.97
2011;PR;Paraná;Três Barras do Paraná;71012;27979;46374;32298;10202;15887.15
2011;PR;Paraná;Tunas do Paraná;4850;14853;20525;17273;4666;9623.42
2011;PR;Paraná;Tuneiras do Oeste;45438;4787;23057;21597;3579;11354.81
2011;PR;Paraná;Tupãssi;62425;8463;66022;22282;12861;21517.26
2011;PR;Paraná;Turvo;35555;95392;42368;34892;14000;16199.39
2011;PR;Paraná;Ubiratã;117682;57777;167125;53263;29192;19788.60
2011;PR;Paraná;Umuarama;64715;337075;917386;238609;151961;16854.25
2011;PR;Paraná;União da Vitória;30759;184732;358279;137043;77550;14858.22
2011;PR;Paraná;Uniflor;13356;2169;10761;8627;1836;14854.04
2011;PR;Paraná;Uraí;37210;12808;46274;29061;6835;11553.91
2011;PR;Paraná;Wenceslau Braz;44177;15744;105381;42490;17516;11687.30
2011;PR;Paraná;Ventania;54032;30539;48146;27010;8242;16620.73
2011;PR;Paraná;Vera Cruz do Oeste;53398;7359;38666;22783;5902;14360.23
2011;PR;Paraná;Verê;54139;5282;37292;19916;7179;15844.36
2011;PR;Paraná;Alto Paraíso;16089;2486;7461;12863;1390;12741.85
2011;PR;Paraná;Doutor Ulysses;29726;1276;5371;14847;1050;9160.54
2011;PR;Paraná;Virmond;26525;4067;13755;11122;3522;14930.64
2011;PR;Paraná;Vitorino;56506;10967;77814;18044;14910;27291.43
2011;PR;Paraná;Xambrê;15743;2675;10503;15454;1905;7745.57
2011;SC;Santa Catarina;Abdon Batista;16854;5567;11358;9707;5325;18460.87
2011;SC;Santa Catarina;Abelardo Luz;103651;164334;282130;52374;78173;39686.46
2011;SC;Santa Catarina;Agrolândia;22902;62173;56445;26680;12614;19153.95
2011;SC;Santa Catarina;Agronômica;28331;14685;24375;15018;5475;17740.10
2011;SC;Santa Catarina;Água Doce;81504;37797;51455;22189;13308;29587.36
2011;SC;Santa Catarina;Águas de Chapecó;21261;26616;38104;18684;12824;19147.49
2011;SC;Santa Catarina;Águas Frias;9128;4857;21535;8819;5409;20582.41
2011;SC;Santa Catarina;Águas Mornas;19660;26868;29968;16964;14244;19171.29
2011;SC;Santa Catarina;Alfredo Wagner;44510;11118;38348;26104;5871;13324.01
2011;SC;Santa Catarina;Alto Bela Vista;11339;5041;7973;9143;2162;17846.71
2011;SC;Santa Catarina;Anchieta;22873;33487;37688;18353;11419;19582.48
2011;SC;Santa Catarina;Angelina;23451;17282;17097;15936;2199;14580.68
2011;SC;Santa Catarina;Anita Garibaldi;24622;6589;28311;26765;3753;10596.64
2011;SC;Santa Catarina;Anitápolis;13544;4036;11514;10547;1838;12909.76
2011;SC;Santa Catarina;Antônio Carlos;98654;49549;67911;24234;18340;34322.44
2011;SC;Santa Catarina;Apiúna;6841;148818;78914;29198;42365;31615.76
2011;SC;Santa Catarina;Arabutã;29804;11180;13321;13883;3219;17018.08
2011;SC;Santa Catarina;Araquari;28100;222849;247576;73368;118111;26682.30
2011;SC;Santa Catarina;Araranguá;55829;334933;542311;158338;113134;19485.65
2011;SC;Santa Catarina;Armazém;23480;23252;33861;20789;5344;13646.01
2011;SC;Santa Catarina;Arroio Trinta;17916;9913;23350;11481;5845;19556.25
2011;SC;Santa Catarina;Arvoredo;19891;8878;9533;8342;2672;21850.28
2011;SC;Santa Catarina;Ascurra;2908;33139;52056;20671;11981;16210.87
2011;SC;Santa Catarina;Atalanta;14329;10451;15171;10958;2937;16361.60
2011;SC;Santa Catarina;Aurora;27961;7534;24905;16717;4491;14690.86
2011;SC;Santa Catarina;Balneário Arroio do Silva;7914;9618;54130;28282;5016;10647.20
2011;SC;Santa Catarina;Balneário Camboriú;3058;601946;1668081;373217;399886;27505.57
2011;SC;Santa Catarina;Balneário Barra do Sul;7525;18301;49549;27651;4880;12526.92
2011;SC;Santa Catarina;Balneário Gaivota;11804;5796;29985;25117;2702;8925.69
2011;SC;Santa Catarina;Bandeirante;13862;2001;5622;9699;1108;11188.59
2011;SC;Santa Catarina;Barra Bonita;11916;1454;3644;7225;575;13341.55
2011;SC;Santa Catarina;Barra Velha;20197;130343;380769;69804;97582;30493.41
2011;SC;Santa Catarina;Bela Vista do Toldo;58653;4475;12446;18278;1891;15888.19
2011;SC;Santa Catarina;Belmonte;11096;2219;7294;9344;1228;11815.47
2011;SC;Santa Catarina;Benedito Novo;7868;58097;42116;28190;13904;14392.84
2011;SC;Santa Catarina;Biguaçu;53500;395625;463713;166858;106781;20115.23
2011;SC;Santa Catarina;Blumenau;28704;3626227;4832541;937095;1658415;35450.23
2011;SC;Santa Catarina;Bocaina do Sul;27285;4283;8456;12023;1370;16172.33
2011;SC;Santa Catarina;Bombinhas;7103;46164;158455;52484;22152;19450.98
2011;SC;Santa Catarina;Bom Jardim da Serra;27838;6665;16339;13877;4807;15729.90
2011;SC;Santa Catarina;Bom Jesus;14984;5937;25795;9898;5672;24302.00
2011;SC;Santa Catarina;Bom Jesus do Oeste;12800;23479;20391;7665;8257;34064.60
2011;SC;Santa Catarina;Bom Retiro;62586;24815;45230;25489;7327;18348.30
2011;SC;Santa Catarina;Botuverá;5572;49426;22662;13824;14941;23509.02
2011;SC;Santa Catarina;Braço do Norte;43693;147279;209572;80853;67305;18694.49
2011;SC;Santa Catarina;Braço do Trombudo;5961;76122;25759;12906;17190;39659.89
2011;SC;Santa Catarina;Brunópolis;24353;5049;10019;9169;2171;18038.93
2011;SC;Santa Catarina;Brusque;5158;1473023;1309507;304174;536302;33667.68
2011;SC;Santa Catarina;Caçador;130891;715091;541747;191692;201547;24966.60
2011;SC;Santa Catarina;Caibi;28520;18232;40310;18044;8632;18318.45
2011;SC;Santa Catarina;Calmon;21090;4906;8316;12255;1730;14284.56
2011;SC;Santa Catarina;Camboriú;10000;116401;315239;174779;57364;10533.29
2011;SC;Santa Catarina;Capão Alto;21458;8726;8669;11664;3862;19897.04
2011;SC;Santa Catarina;Campo Alegre;60011;80998;69217;33426;22312;22621.81
2011;SC;Santa Catarina;Campo Belo do Sul;52811;19099;30842;22177;7541;17805.14
2011;SC;Santa Catarina;Campo Erê;50492;15831;71587;28249;11877;19153.88
2011;SC;Santa Catarina;Campos Novos;199476;642301;346087;102493;122255;42711.92
2011;SC;Santa Catarina;Canelinha;7046;30017;50869;30405;11176;12074.57
2011;SC;Santa Catarina;Canoinhas;137429;269474;442473;141672;112485;20879.27
2011;SC;Santa Catarina;Capinzal;47478;129817;200923;58815;55669;23552.82
2011;SC;Santa Catarina;Capivari de Baixo;2758;434186;105061;70514;21569;28936.61
2011;SC;Santa Catarina;Catanduvas;32730;46373;74436;28499;25249;21473.86
2011;SC;Santa Catarina;Caxambu do Sul;25866;26549;37440;14642;11613;26716.68
2011;SC;Santa Catarina;Celso Ramos;15750;4427;9024;11734;1179;15225.55
2011;SC;Santa Catarina;Cerro Negro;17777;2307;5506;11372;1396;10829.59
2011;SC;Santa Catarina;Chapadão do Lageado;24424;4518;6758;10197;1130;16928.54
2011;SC;Santa Catarina;Chapecó;135671;1389058;2587122;527094;681692;28553.85
2011;SC;Santa Catarina;Cocal do Sul;11659;172161;108566;47497;45403;25233.17
2011;SC;Santa Catarina;Concórdia;141879;375451;788264;194891;350757;26810.95
2011;SC;Santa Catarina;Cordilheira Alta;17768;39237;99475;13111;33662;53221.40
2011;SC;Santa Catarina;Coronel Freitas;46054;57296;67741;28873;19161;21505.98
2011;SC;Santa Catarina;Coronel Martins;12278;2830;12879;8938;2754;16103.80
2011;SC;Santa Catarina;Corupá;44512;111203;105562;40214;36852;24157.01
2011;SC;Santa Catarina;Correia Pinto;32775;202453;79742;45549;32887;26921.62
2011;SC;Santa Catarina;Criciúma;19757;1480864;2183206;521263;553576;24530.59
2011;SC;Santa Catarina;Cunha Porã;39870;173964;212630;29527;75168;49906.92
2011;SC;Santa Catarina;Cunhataí;10332;1551;6034;6965;1389;13922.22
2011;SC;Santa Catarina;Curitibanos;57229;124501;343291;101843;105986;19347.66
2011;SC;Santa Catarina;Descanso;39219;12542;48357;23792;7751;15314.84
2011;SC;Santa Catarina;Dionísio Cerqueira;31377;10942;105784;42704;41561;15642.39
2011;SC;Santa Catarina;Dona Emma;11773;10231;14489;12037;2905;13705.12
2011;SC;Santa Catarina;Doutor Pedrinho;3214;10062;12611;11651;3475;11251.83
2011;SC;Santa Catarina;Entre Rios;10967;23025;26430;10404;9528;26510.80
2011;SC;Santa Catarina;Ermo;12810;3732;7569;7748;1394;16221.14
2011;SC;Santa Catarina;Erval Velho;31395;10638;21909;13368;3980;18648.71
2011;SC;Santa Catarina;Faxinal dos Guedes;71007;131710;84525;32513;36286;33421.65
2011;SC;Santa Catarina;Flor do Sertão;6691;924;3679;6433;664;11588.48
2011;SC;Santa Catarina;Florianópolis;22116;1474346;7015178;1408367;2811611;29795.64
2011;SC;Santa Catarina;Formosa do Sul;12359;1685;7260;8713;1542;12175.89
2011;SC;Santa Catarina;Forquilhinha;27228;153928;124942;66667;50883;18523.38
2011;SC;Santa Catarina;Fraiburgo;129348;196773;219083;100610;67565;20572.13
2011;SC;Santa Catarina;Frei Rogério;12238;3284;5719;8936;931;12769.91
2011;SC;Santa Catarina;Galvão;16409;24568;30711;12016;9783;27383.35
2011;SC;Santa Catarina;Garopaba;6078;33317;139766;53665;28177;14093.02
2011;SC;Santa Catarina;Garuva;10633;191141;92661;44338;59117;26488.84
2011;SC;Santa Catarina;Gaspar;13337;601486;548431;172140;261311;27123.01
2011;SC;Santa Catarina;Governador Celso Ramos;14570;9986;69670;41202;7949;10938.92
2011;SC;Santa Catarina;Grão Pará;37990;26410;31437;19577;7508;19679.96
2011;SC;Santa Catarina;Gravatal;10695;30016;36855;28482;6458;10516.63
2011;SC;Santa Catarina;Guabiruba;2663;296774;154716;53876;93814;31929.64
2011;SC;Santa Catarina;Guaraciaba;41941;42503;65425;28781;17540;18761.60
2011;SC;Santa Catarina;Guaramirim;27565;452893;400590;103211;169268;32115.56
2011;SC;Santa Catarina;Guarujá do Sul;12500;7723;37248;14812;9679;16641.86
2011;SC;Santa Catarina;Guatambú;37943;73022;63341;15736;28294;46673.06
2011;SC;Santa Catarina;Herval d'Oeste;22921;86127;131141;59402;28884;15399.01
2011;SC;Santa Catarina;Ibiam;11775;3214;5345;8652;1336;15589.65
2011;SC;Santa Catarina;Ibicaré;21476;4668;16312;10612;2800;16642.28
2011;SC;Santa Catarina;Ibirama;11471;110325;128439;50238;34718;19210.87
2011;SC;Santa Catarina;Içara;48400;390314;421539;169570;213054;20848.04
2011;SC;Santa Catarina;Ilhota;19037;91465;87356;35862;58769;23414.14
2011;SC;Santa Catarina;Imaruí;33252;11738;36136;30855;2912;9956.03
2011;SC;Santa Catarina;Imbituba;13660;94082;339696;114318;165951;17961.87
2011;SC;Santa Catarina;Imbuia;29089;7642;27296;16438;4868;14858.54
2011;SC;Santa Catarina;Indaial;9831;674370;520012;164162;240573;28741.48
2011;SC;Santa Catarina;Iomerê;30689;29078;14323;10706;6360;33099.36
2011;SC;Santa Catarina;Ipira;19112;5383;15104;14572;2076;11904.15
2011;SC;Santa Catarina;Iporã do Oeste;47668;16922;47395;24218;7893;17052.70
2011;SC;Santa Catarina;Ipuaçu;35829;34270;46920;20325;15178;22266.01
2011;SC;Santa Catarina;Ipumirim;47167;41418;58932;22485;18654;26039.46
2011;SC;Santa Catarina;Iraceminha;27340;4275;15687;12856;2446;14810.68
2011;SC;Santa Catarina;Irani;38785;15094;40784;27233;8244;13563.31
2011;SC;Santa Catarina;Irati;8811;11084;12401;7176;2909;20365.97
2011;SC;Santa Catarina;Irineópolis;83096;13801;56030;30790;10315;18474.01
2011;SC;Santa Catarina;Itá;26468;51205;46113;25663;10532;24993.13
2011;SC;Santa Catarina;Itaiópolis;148970;119954;132660;58788;38814;24475.88
2011;SC;Santa Catarina;Itajaí;39254;1354785;5478351;666997;4639507;65433.25
2011;SC;Santa Catarina;Itapema;2913;218310;466677;153687;81125;19496.52
2011;SC;Santa Catarina;Itapiranga;59173;136950;180035;47578;55973;30913.11
2011;SC;Santa Catarina;Itapoá;7041;82553;211285;51650;51085;26522.08
2011;SC;Santa Catarina;Ituporanga;68369;90096;180555;62258;35027;19424.09
2011;SC;Santa Catarina;Jaborá;39159;6084;19093;13494;4021;20310.37
2011;SC;Santa Catarina;Jacinto Machado;26235;32327;46585;28360;14686;14000.33
2011;SC;Santa Catarina;Jaguaruna;33882;43946;96233;48928;16029;13661.27
2011;SC;Santa Catarina;Jaraguá do Sul;33181;3192853;1961322;482305;877168;44908.35
2011;SC;Santa Catarina;Jardinópolis;15336;11534;12619;7243;2900;28377.18
2011;SC;Santa Catarina;Joaçaba;43790;221903;568584;89741;141060;39089.77
2011;SC;Santa Catarina;Joinville;46182;7188288;6886334;1565051;2989248;35851.26
2011;SC;Santa Catarina;José Boiteux;19798;8688;15501;15290;2606;13080.26
2011;SC;Santa Catarina;Jupiá;11533;3263;14981;8163;3032;19118.56
2011;SC;Santa Catarina;Lacerdópolis;17827;26115;30848;8543;10487;42625.91
2011;SC;Santa Catarina;Lages;48862;670260;1390329;440038;372813;18653.19
2011;SC;Santa Catarina;Laguna;30136;58792;273872;132844;31193;10157.05
2011;SC;Santa Catarina;Lajeado Grande;12060;1838;3778;7042;822;17209.46
2011;SC;Santa Catarina;Laurentino;13999;33215;52705;17831;14239;21719.47
2011;SC;Santa Catarina;Lauro Müller;24368;61894;69063;41009;10898;14365.25
2011;SC;Santa Catarina;Lebon Régis;69859;12694;31946;33143;4829;12866.78
2011;SC;Santa Catarina;Leoberto Leal;21177;4416;11937;11663;1756;15268.13
2011;SC;Santa Catarina;Lindóia do Sul;30415;18806;25909;13706;7246;20743.42
2011;SC;Santa Catarina;Lontras;18733;54654;70049;28600;18894;18381.76
2011;SC;Santa Catarina;Luiz Alves;36117;124414;75079;30867;55690;30313.10
2011;SC;Santa Catarina;Luzerna;13875;39580;36065;17380;9124;20707.46
2011;SC;Santa Catarina;Macieira;14334;2428;4370;8233;960;16652.65
2011;SC;Santa Catarina;Mafra;136938;221126;445736;153762;99146;19884.99
2011;SC;Santa Catarina;Major Gercino;12325;5160;8913;11948;1481;12105.52
2011;SC;Santa Catarina;Major Vieira;47947;10294;25747;20941;4072;14489.00
2011;SC;Santa Catarina;Maracajá;9696;15852;47509;19738;10691;15992.22
2011;SC;Santa Catarina;Maravilha;32527;263013;281818;59066;103206;33054.63
2011;SC;Santa Catarina;Marema;19000;23040;21656;8671;8131;37113.00
2011;SC;Santa Catarina;Massaranduba;32853;149216;113920;42423;39288;25456.56
2011;SC;Santa Catarina;Matos Costa;9551;2483;6186;9970;742;10292.34
2011;SC;Santa Catarina;Meleiro;25845;20693;42900;20993;9372;17129.28
2011;SC;Santa Catarina;Mirim Doce;9076;5061;6596;9485;1513;12718.00
2011;SC;Santa Catarina;Modelo;13937;32019;36978;12846;11065;26355.49
2011;SC;Santa Catarina;Mondaí;38820;154359;83104;28205;41325;33421.56
2011;SC;Santa Catarina;Monte Carlo;36315;23698;32482;26625;5435;13325.78
2011;SC;Santa Catarina;Monte Castelo;52082;12115;35168;23956;7165;15634.44
2011;SC;Santa Catarina;Morro da Fumaça;7472;212521;124292;46600;49782;27123.00
2011;SC;Santa Catarina;Morro Grande;15574;27251;25783;9944;10146;30712.87
2011;SC;Santa Catarina;Navegantes;28998;295310;605725;182256;280190;22391.81
2011;SC;Santa Catarina;Nova Erechim;24263;41317;48986;13516;14837;32991.48
